"GEO_ID","NAME","H054001","H054002","H054003","H054004","H054005","H054006","H054007","H054008","H054009","H054010","H054011","H054012","H054013","H054014","H054015","H054016","H054017","H054018","H054019","H054020","H054021","H054022","H054023","H054024",
"1400000US06001404501","Census Tract 4045.01, Alameda County, California","120","107","0","0","0","0","0","0","0","6","0","0","0","8","0","6","0","5","7","20","15","16","24","13",
"1400000US06001404502","Census Tract 4045.02, Alameda County, California","350","350","0","0","0","0","0","0","0","0","0","0","0","16","16","0","20","5","57","52","36","76","72","0",
"1400000US06001404600","Census Tract 4046, Alameda County, California","140","122","0","0","0","0","0","0","0","0","0","6","0","0","0","6","0","0","0","29","15","31","35","18",
"1400000US06001404700","Census Tract 4047, Alameda County, California","58","52","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","15","8","9","14","6",
"1400000US06001404800","Census Tract 4048, Alameda County, California","667","643","17","25","0","38","0","0","0","0","15","61","102","69","68","7","38","48","54","44","23","13","21","24",
"1400000US06001404900","Census Tract 4049, Alameda County, California","904","863","12","0","0","0","15","11","22","14","40","59","72","78","47","92","28","37","42","69","80","105","40","41",
"1400000US06001405000","Census Tract 4050, Alameda County, California","687","687","0","12","69","22","12","11","11","10","18","12","22","46","44","62","11","49","98","88","76","9","5","0",
"1400000US06001405100","Census Tract 4051, Alameda County, California","125","108","0","0","0","0","0","0","0","0","6","0","0","11","0","0","0","0","0","10","28","41","12","17",
"1400000US06001405200","Census Tract 4052, Alameda County, California","1814","1804","22","0","0","46","10","10","52","88","72","72","149","166","177","146","63","173","228","214","82","24","10","10",
"1400000US06001405300","Census Tract 4053, Alameda County, California","2812","2789","0","9","130","25","10","17","73","95","213","308","251","290","231","244","164","244","67","200","143","58","17","23",
"1400000US06001405400","Census Tract 4054, Alameda County, California","2443","2388","30","30","71","30","62","27","110","154","197","357","229","258","219","193","127","145","47","60","16","8","18","55",
"1400000US06001405500","Census Tract 4055, Alameda County, California","1188","1155","29","29","0","7","13","7","35","108","149","101","49","139","49","135","75","123","70","21","13","3","0","33",
"1400000US06001405600","Census Tract 4056, Alameda County, California","1096","1085","0","0","24","5","10","30","45","33","61","107","101","146","105","81","42","206","30","47","12","0","0","11",
"1400000US06001405700","Census Tract 4057, Alameda County, California","943","943","8","14","0","9","13","3","30","0","65","213","114","110","113","73","47","66","28","29","0","8","0","0",
"1400000US06001405800","Census Tract 4058, Alameda County, California","841","827","10","11","26","20","9","9","4","74","46","113","76","97","54","69","80","24","40","44","14","7","0","14",
"1400000US06001405900","Census Tract 4059, Alameda County, California","1464","1456","48","14","59","17","23","43","46","181","178","146","102","130","100","144","89","117","19","0","0","0","0","8",
"1400000US06001406000","Census Tract 4060, Alameda County, California","1120","1104","15","0","132","42","17","15","67","64","76","101","90","30","130","122","86","17","24","69","7","0","0","16",
"1400000US06001406100","Census Tract 4061, Alameda County, California","878","858","0","0","54","11","0","27","37","72","72","74","60","83","55","47","17","67","39","55","52","36","0","20",
"1400000US06001406201","Census Tract 4062.01, Alameda County, California","1082","1070","85","21","0","72","0","60","83","87","141","144","56","106","86","10","20","0","18","72","0","0","9","12",
"1400000US06001406202","Census Tract 4062.02, Alameda County, California","1018","1008","20","0","27","0","0","28","52","74","166","180","193","88","76","39","39","6","0","0","20","0","0","10",
"1400000US06001406300","Census Tract 4063, Alameda County, California","763","754","0","67","50","37","36","20","25","97","33","80","53","59","33","16","27","50","23","37","11","0","0","9",
"1400000US06001406400","Census Tract 4064, Alameda County, California","322","317","8","8","23","17","0","0","0","8","14","32","23","25","23","23","21","16","25","23","13","9","6","5",
"1400000US06001406500","Census Tract 4065, Alameda County, California","1248","1231","46","0","31","16","14","18","17","38","64","216","145","168","140","133","54","46","37","44","4","0","0","17",
"1400000US06001406600","Census Tract 4066, Alameda County, California","1633","1622","0","19","42","27","6","20","14","74","62","212","190","131","158","199","139","156","64","93","16","0","0","11",
"1400000US06001406700","Census Tract 4067, Alameda County, California","668","651","0","11","22","7","0","0","0","0","0","18","28","64","101","20","54","90","52","83","48","21","32","17",
"1400000US06001406800","Census Tract 4068, Alameda County, California","414","399","16","0","0","5","14","5","19","16","18","0","21","12","31","46","39","61","20","49","0","27","0","15",
"1400000US06001406900","Census Tract 4069, Alameda County, California","608","584","0","0","0","0","10","0","0","30","14","32","30","18","69","74","68","75","89","57","0","7","11","24",
"1400000US06001407000","Census Tract 4070, Alameda County, California","1243","1220","22","8","33","32","10","15","63","66","126","200","94","43","136","55","68","174","43","27","5","0","0","23",
"1400000US06001407100","Census Tract 4071, Alameda County, California","1318","1307","47","24","46","0","14","31","22","80","50","234","65","177","159","62","72","76","50","54","44","0","0","11",
"1400000US06001407200","Census Tract 4072, Alameda County, California","1223","1198","37","15","27","0","7","62","55","174","92","218","172","89","59","54","22","71","26","18","0","0","0","25",
"1400000US06001407300","Census Tract 4073, Alameda County, California","477","459","0","13","0","0","0","34","0","7","54","84","51","33","30","15","0","31","35","27","40","5","0","18",
"1400000US06001407400","Census Tract 4074, Alameda County, California","724","703","8","15","30","7","8","14","37","25","47","77","125","86","26","23","87","33","17","27","0","11","0","21",
"1400000US06001407500","Census Tract 4075, Alameda County, California","835","820","7","14","14","17","15","57","7","29","99","102","101","142","57","39","17","82","7","14","0","0","0","15",
"1400000US06001407600","Census Tract 4076, Alameda County, California","1150","1128","26","36","0","67","44","0","26","54","41","113","52","216","147","50","97","70","57","24","0","0","8","22",
"1400000US06001407700","Census Tract 4077, Alameda County, California","432","421","0","0","7","13","0","9","44","23","21","27","36","49","21","25","40","42","19","45","0","0","0","11",
"1400000US06001407800","Census Tract 4078, Alameda County, California","256","250","0","0","13","0","0","13","0","18","12","5","13","23","33","5","32","26","17","22","12","6","0","6",
"1400000US06001407900","Census Tract 4079, Alameda County, California","326","308","0","0","0","0","5","5","23","0","6","28","5","38","20","10","29","32","33","30","24","15","5","18",
"1400000US06001408000","Census Tract 4080, Alameda County, California","72","67","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","6","0","0","5","36","14","5",
"1400000US06001408100","Census Tract 4081, Alameda County, California","599","591","8","0","0","0","9","0","0","0","0","0","0","0","0","35","58","72","49","43","86","224","7","8",
"1400000US06001408200","Census Tract 4082, Alameda County, California","891","880","40","7","25","8","5","0","0","8","14","99","89","62","97","98","61","112","70","78","0","7","0","11",
"1400000US06001408300","Census Tract 4083, Alameda County, California","531","511","9","7","8","26","23","12","0","18","7","61","39","28","63","0","13","46","51","70","8","15","7","20",
"1400000US06001408400","Census Tract 4084, Alameda County, California","643","623","22","11","28","27","0","7","0","36","44","65","50","83","90","56","6","63","7","8","20","0","0","20",
"1400000US06001408500","Census Tract 4085, Alameda County, California","726","726","19","23","71","12","16","69","0","35","81","68","54","28","35","39","72","60","18","26","0","0","0","0",
"1400000US06001408600","Census Tract 4086, Alameda County, California","759","759","26","0","50","52","0","26","14","29","36","51","48","120","118","15","26","85","24","25","0","14","0","0",
"1400000US06001408700","Census Tract 4087, Alameda County, California","1124","1124","10","31","68","11","7","50","62","54","134","91","68","119","152","68","32","93","30","26","18","0","0","0",
"1400000US06001408800","Census Tract 4088, Alameda County, California","949","940","47","99","131","65","35","88","7","101","61","58","68","49","16","60","0","36","12","7","0","0","0","9",
"1400000US06001408900","Census Tract 4089, Alameda County, California","654","646","0","0","81","25","0","16","29","36","18","32","91","77","50","62","78","23","7","7","14","0","0","8",
"1400000US06001409000","Census Tract 4090, Alameda County, California","377","359","0","0","16","23","29","23","0","0","27","20","17","100","0","0","19","57","18","10","0","0","0","18",
"1400000US06001409100","Census Tract 4091, Alameda County, California","212","202","0","0","0","7","0","19","0","7","0","18","11","36","29","0","10","25","21","19","0","0","0","10",
"1400000US06001409200","Census Tract 4092, Alameda County, California","297","297","7","7","8","0","0","8","0","0","34","90","18","46","33","0","0","7","13","0","7","8","11","0",
"1400000US06001409300","Census Tract 4093, Alameda County, California","749","740","22","30","46","10","24","7","22","42","43","73","94","92","94","36","33","35","29","0","0","0","8","9",
"1400000US06001409400","Census Tract 4094, Alameda County, California","589","582","17","0","9","40","26","9","11","29","35","79","66","77","33","38","10","81","22","0","0","0","0","7",
"1400000US06001409500","Census Tract 4095, Alameda County, California","557","557","13","29","32","37","0","28","8","17","32","57","41","112","68","33","20","17","7","6","0","0","0","0",
"1400000US06001409600","Census Tract 4096, Alameda County, California","807","793","17","27","7","27","50","43","32","22","19","57","87","78","67","41","65","71","66","8","0","9","0","14",
"1400000US06001409700","Census Tract 4097, Alameda County, California","1014","1001","43","27","53","37","20","35","39","36","46","74","74","166","64","58","43","123","32","16","0","0","15","13",
"1400000US06001409800","Census Tract 4098, Alameda County, California","398","384","0","0","33","16","0","0","14","7","0","35","12","81","43","59","14","0","0","54","16","0","0","14",
"1400000US06001409900","Census Tract 4099, Alameda County, California","132","119","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","61","7","22","8","12","0","13",
"1400000US06001410000","Census Tract 4100, Alameda County, California","80","80","0","0","0","0","0","0","0","6","6","7","14","0","7","1","4","10","12","6","0","7","0","0",
"1400000US06001410100","Census Tract 4101, Alameda County, California","349","334","43","19","0","0","0","0","0","4","45","37","4","26","26","19","22","21","29","39","0","0","0","15",
"1400000US06001410200","Census Tract 4102, Alameda County, California","593","593","8","22","8","20","8","8","0","26","54","56","43","86","69","67","5","56","16","41","0","0","0","0",
"1400000US06001410300","Census Tract 4103, Alameda County, California","548","540","29","24","22","28","6","8","10","7","49","44","63","59","39","16","39","35","16","46","0","0","0","8",
"1400000US06001410400","Census Tract 4104, Alameda County, California","336","322","0","8","0","0","21","0","4","8","54","36","48","10","11","18","23","34","21","5","21","0","0","14",
"1400000US06001420100","Census Tract 4201, Alameda County, California","267","256","0","0","0","0","0","6","0","0","6","0","0","35","5","0","18","24","24","77","19","42","0","11",
"1400000US06001420200","Census Tract 4202, Alameda County, California","779","767","0","0","0","0","0","0","6","0","6","6","6","48","33","31","7","147","131","234","72","40","0","12",
"1400000US06001420300","Census Tract 4203, Alameda County, California","996","963","6","0","7","0","0","0","0","0","6","24","31","80","31","48","46","172","141","173","70","128","0","33",
"1400000US06001420400","Census Tract 4204, Alameda County, California","604","604","0","0","0","0","0","0","0","36","69","6","251","84","26","0","0","0","10","122","0","0","0","0",
"1400000US06001420500","Census Tract 4205, Alameda County, California","526","498","0","0","0","0","9","0","21","0","20","8","29","0","51","20","60","88","74","43","40","28","7","28",
"1400000US06001420600","Census Tract 4206, Alameda County, California","281","266","8","0","0","0","0","0","0","5","6","8","0","27","0","23","8","27","24","47","27","38","18","15",
"1400000US06001421100","Census Tract 4211, Alameda County, California","76","69","0","0","0","0","0","0","5","0","6","0","0","5","7","0","0","14","0","0","0","5","27","7",
"1400000US06001421200","Census Tract 4212, Alameda County, California","118","106","0","0","0","7","0","0","4","6","0","0","0","12","14","6","0","7","7","0","0","20","23","12",
"1400000US06001421300","Census Tract 4213, Alameda County, California","286","278","0","0","0","0","0","0","0","0","18","26","6","10","8","19","22","30","22","42","8","37","30","8",
"1400000US06001421400","Census Tract 4214, Alameda County, California","65","65","0","0","0","0","0","0","0","0","0","0","0","8","0","0","7","11","0","5","0","0","34","0",
"1400000US06001421500","Census Tract 4215, Alameda County, California","312","278","0","0","0","0","0","0","0","0","0","17","6","0","6","8","34","0","6","41","30","76","54","34",
"1400000US06001421600","Census Tract 4216, Alameda County, California","389","378","0","0","5","0","0","0","0","0","11","22","6","60","7","12","19","41","13","31","40","63","48","11",
"1400000US06001421700","Census Tract 4217, Alameda County, California","1021","987","12","12","6","12","0","10","13","6","12","31","53","92","61","56","48","110","103","114","105","64","67","34",
"1400000US06001421800","Census Tract 4218, Alameda County, California","304","304","0","0","0","0","0","0","5","10","6","12","10","23","14","35","6","41","18","45","26","22","31","0",
"1400000US06001421900","Census Tract 4219, Alameda County, California","625","603","0","19","0","0","0","0","12","8","46","74","20","62","41","23","14","66","24","157","4","25","8","22",
"1400000US06001422000","Census Tract 4220, Alameda County, California","353","353","0","0","0","19","17","0","38","0","11","0","73","52","30","10","11","46","9","15","0","22","0","0",
"1400000US06001422100","Census Tract 4221, Alameda County, California","579","556","0","15","24","30","0","4","21","37","41","45","21","38","43","35","7","55","22","60","44","14","0","23",
"1400000US06001422200","Census Tract 4222, Alameda County, California","907","894","0","8","10","0","35","10","11","7","51","129","145","82","62","57","46","45","36","96","15","49","0","13",
"1400000US06001422300","Census Tract 4223, Alameda County, California","992","986","0","0","0","0","19","23","6","18","30","87","120","100","42","35","50","145","40","108","65","68","30","6",
"1400000US06001422400","Census Tract 4224, Alameda County, California","1752","1748","21","9","42","0","6","9","58","38","100","130","52","157","147","131","61","199","126","198","142","112","10","4",
"1400000US06001422500","Census Tract 4225, Alameda County, California","1330","1303","0","0","0","0","7","7","8","68","41","89","126","135","74","75","92","185","62","109","90","89","46","27",
"1400000US06001422600","Census Tract 4226, Alameda County, California","17","17","0","0","0","0","0","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","0",
"1400000US06001422700","Census Tract 4227, Alameda County, California","963","947","0","0","7","9","0","7","27","0","29","14","148","93","55","94","28","190","21","140","22","42","21","16",
"1400000US06001422800","Census Tract 4228, Alameda County, California","1554","1539","0","13","0","8","18","33","5","158","73","203","122","146","145","89","153","154","79","81","22","27","10","15",
"1400000US06001422900","Census Tract 4229, Alameda County, California","1436","1428","8","0","33","36","8","7","91","57","44","115","120","119","196","169","152","65","96","75","12","18","7","8",
"1400000US06001423000","Census Tract 4230, Alameda County, California","1222","1200","0","18","0","9","0","14","28","65","97","92","118","107","73","119","43","142","78","62","44","43","48","22",
"1400000US06001423100","Census Tract 4231, Alameda County, California","1039","1014","0","36","27","23","11","44","71","34","111","96","50","79","74","58","30","34","91","87","15","30","13","25",
"1400000US06001423200","Census Tract 4232, Alameda County, California","774","761","17","24","28","58","0","12","12","51","53","96","79","25","80","40","37","15","40","47","6","41","0","13",
"1400000US06001423300","Census Tract 4233, Alameda County, California","711","666","21","9","44","0","0","46","37","0","86","37","42","94","46","7","40","47","61","27","17","5","0","45",
"1400000US06001423400","Census Tract 4234, Alameda County, California","1205","1185","12","35","41","0","25","52","0","60","82","148","73","141","113","52","39","91","119","64","20","10","8","20",
"1400000US06001423500","Census Tract 4235, Alameda County, California","947","919","7","18","63","24","31","11","27","17","78","72","31","15","108","82","25","108","44","73","38","47","0","28",
"1400000US06001423601","Census Tract 4236.01, Alameda County, California","760","692","0","0","0","0","11","12","0","34","52","66","38","68","53","46","65","98","51","43","18","26","11","68",
"1400000US06001423602","Census Tract 4236.02, Alameda County, California","2214","2162","0","0","5","0","0","0","35","84","144","145","175","236","224","265","116","104","236","166","133","82","12","52",
"1400000US06001423700","Census Tract 4237, Alameda County, California","879","861","7","12","72","18","14","28","6","0","12","33","37","18","96","82","12","52","39","146","53","93","31","18",
"1400000US06001423800","Census Tract 4238, Alameda County, California","323","287","7","0","6","0","7","0","0","7","8","19","0","5","32","19","13","34","9","34","41","18","28","36",
"1400000US06001423901","Census Tract 4239.01, Alameda County, California","525","505","0","14","0","8","0","14","6","50","26","80","48","22","35","64","49","12","25","20","15","17","0","20",
"1400000US06001423902","Census Tract 4239.02, Alameda County, California","479","473","0","0","0","13","0","0","6","6","14","5","36","79","46","40","26","65","21","39","45","21","11","6",
"1400000US06001424001","Census Tract 4240.01, Alameda County, California","1059","1049","0","35","28","8","10","30","38","61","133","106","83","98","105","47","19","50","124","11","20","43","0","10",
"1400000US06001424002","Census Tract 4240.02, Alameda County, California","488","470","21","0","30","24","0","19","33","21","18","11","40","31","11","22","0","58","60","62","0","9","0","18",
"1400000US06001425100","Census Tract 4251, Alameda County, California","2511","2442","17","38","52","11","30","9","50","11","36","65","143","182","91","138","71","193","158","537","257","287","66","69",
"1400000US06001426100","Census Tract 4261, Alameda County, California","115","115","0","0","0","0","0","0","0","0","0","0","0","0","0","18","0","0","0","0","19","50","28","0",
"1400000US06001426200","Census Tract 4262, Alameda County, California","239","239","0","0","0","0","0","0","0","0","0","0","0","12","12","0","0","17","30","0","33","64","71","0",
"1400000US06001427100","Census Tract 4271, Alameda County, California","370","364","0","0","9","0","14","0","22","0","18","25","0","17","13","31","15","40","34","77","9","34","6","6",
"1400000US06001427200","Census Tract 4272, Alameda County, California","1038","1038","0","6","16","14","9","0","10","14","45","28","63","97","130","31","43","168","145","116","92","11","0","0",
"1400000US06001427300","Census Tract 4273, Alameda County, California","1103","1092","0","23","19","38","0","122","27","38","20","71","43","10","97","57","75","150","44","115","45","90","8","11",
"1400000US06001427400","Census Tract 4274, Alameda County, California","376","68","0","0","7","0","0","0","0","0","0","0","14","0","0","0","0","5","30","6","0","6","0","308",
"1400000US06001427500","Census Tract 4275, Alameda County, California","101","101","0","0","5","0","0","0","0","0","5","0","0","0","0","0","0","0","0","7","0","66","18","0",
"1400000US06001427600","Census Tract 4276, Alameda County, California","1408","1402","14","13","6","12","32","49","0","20","11","48","64","102","134","138","155","409","105","70","10","10","0","6",
"1400000US06001427700","Census Tract 4277, Alameda County, California","1577","1562","0","11","0","16","6","0","9","35","21","18","27","18","73","92","108","148","253","461","151","115","0","15",
"1400000US06001427800","Census Tract 4278, Alameda County, California","1297","1275","0","28","15","16","0","20","44","26","30","55","53","103","106","100","75","260","70","176","47","43","8","22",
"1400000US06001427900","Census Tract 4279, Alameda County, California","1398","1371","0","33","0","30","8","22","19","30","16","52","48","135","136","122","83","165","179","238","55","0","0","27",
"1400000US06001428000","Census Tract 4280, Alameda County, California","1177","1169","0","30","0","0","12","10","0","8","20","29","66","55","141","162","125","191","123","119","45","33","0","8",
"1400000US06001428100","Census Tract 4281, Alameda County, California","944","930","8","0","14","9","0","18","21","31","20","48","33","61","83","73","13","146","89","159","82","22","0","14",
"1400000US06001428200","Census Tract 4282, Alameda County, California","1109","1085","8","17","19","8","10","18","11","9","0","46","49","63","0","34","64","261","101","245","79","39","4","24",
"1400000US06001428301","Census Tract 4283.01, Alameda County, California","433","425","21","0","10","0","0","0","0","10","0","8","0","33","7","18","0","36","7","66","34","137","38","8",
"1400000US06001428302","Census Tract 4283.02, Alameda County, California","277","258","0","0","9","0","0","0","0","0","0","0","0","13","0","16","0","0","0","15","15","81","109","19",
"1400000US06001428400","Census Tract 4284, Alameda County, California","1360","1353","0","0","0","12","6","0","15","14","26","63","40","96","125","130","46","225","175","237","139","4","0","7",
"1400000US06001428500","Census Tract 4285, Alameda County, California","1022","993","0","0","8","0","0","0","0","22","0","13","7","14","26","4","19","127","151","347","173","70","12","29",
"1400000US06001428600","Census Tract 4286, Alameda County, California","745","733","9","0","11","0","0","0","6","0","15","30","6","14","18","17","22","36","81","149","114","199","6","12",
"1400000US06001430100","Census Tract 4301, Alameda County, California","161","149","0","0","0","0","0","0","0","0","0","19","0","0","22","20","0","0","19","12","0","36","21","12",
"1400000US06001430200","Census Tract 4302, Alameda County, California","199","199","0","10","0","0","0","0","0","9","0","18","0","0","9","0","11","26","0","28","70","18","0","0",
"1400000US06001430300","Census Tract 4303, Alameda County, California","116","112","10","0","0","0","0","0","5","5","0","0","0","5","0","0","12","9","0","42","12","7","5","4",
"1400000US06001430400","Census Tract 4304, Alameda County, California","33","29","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","10","5","4","5","0","4",
"1400000US06001430500","Census Tract 4305, Alameda County, California","867","867","0","0","0","8","0","13","7","9","0","26","37","41","86","75","104","134","140","140","24","16","7","0",
"1400000US06001430600","Census Tract 4306, Alameda County, California","304","289","0","0","0","0","0","0","0","0","0","0","21","8","13","8","0","48","43","66","37","30","15","15",
"1400000US06001430700","Census Tract 4307, Alameda County, California","259","250","0","0","0","0","0","0","0","7","5","8","0","13","7","48","0","47","18","32","33","32","0","9",
"1400000US06001430800","Census Tract 4308, Alameda County, California","648","627","0","0","0","0","0","17","0","7","0","11","10","34","25","77","7","78","121","144","82","14","0","21",
