GEOID,Label for GEO_ID,Total,Total races tallied for householders!!Total races tallied for Not Hispanic or Latino householders,White,Black,Native American,Asian,Native Hawaiian/AAPI,Other,Total races tallied for householders!!Total races tallied for Hispanic or Latino householders,Total races tallied for householders!!Total races tallied for Hispanic or Latino householders!!White alone or in combination with one or more other races,Total races tallied for householders!!Total races tallied for Hispanic or Latino householders!!Black or African American alone or in combination with one or more other races,Total races tallied for householders!!Total races tallied for Hispanic or Latino householders!!American Indian and Alaska Native alone or in combination with one or more other races,Total races tallied for householders!!Total races tallied for Hispanic or Latino householders!!Asian alone or in combination with one or more other races,Total races tallied for householders!!Total races tallied for Hispanic or Latino householders!!Native Hawaiian and Other Pacific Islander alone or in combination with one or more other races,Total races tallied for householders!!Total races tallied for Hispanic or Latino householders!!Some other race alone or in combination with one or more other races,,Tract,County
1400000US06001435500,Census Tract 435500,3084,2382,1690,330,42,222,48,50,702,346,12,18,6,4,316,NaN,435500,001
1400000US06001435500,Census Tract 435500,3084,2382,1690,330,42,222,48,50,702,346,12,18,6,4,316,NaN,435500,001
1400000US06001435500,Census Tract 435500,3084,2382,1690,330,42,222,48,50,702,346,12,18,6,4,316,NaN,435500,001
1400000US06001435601,Census Tract 435601,3343,2205,1519,333,40,223,43,47,1138,489,14,33,13,12,577,NaN,435601,001
1400000US06001435601,Census Tract 435601,3343,2205,1519,333,40,223,43,47,1138,489,14,33,13,12,577,NaN,435601,001
1400000US06001435601,Census Tract 435601,3343,2205,1519,333,40,223,43,47,1138,489,14,33,13,12,577,NaN,435601,001
1400000US06001435602,Census Tract 435602,3343,2205,1519,333,40,223,43,47,1138,489,14,33,13,12,577,NaN,435602,001
1400000US06001435602,Census Tract 435602,3343,2205,1519,333,40,223,43,47,1138,489,14,33,13,12,577,NaN,435602,001
1400000US06001435602,Census Tract 435602,3343,2205,1519,333,40,223,43,47,1138,489,14,33,13,12,577,NaN,435602,001
1400000US06001435700,Census Tract 435700,3100,2430,1790,190,36,356,30,28,670,294,6,12,12,6,340,NaN,435700,001
1400000US06001435700,Census Tract 435700,3100,2430,1790,190,36,356,30,28,670,294,6,12,12,6,340,NaN,435700,001
1400000US06001435700,Census Tract 435700,3100,2430,1790,190,36,356,30,28,670,294,6,12,12,6,340,NaN,435700,001
1400000US06001435800,Census Tract 435800,3398,2758,2064,94,44,506,26,24,640,328,6,20,8,10,268,NaN,435800,001
1400000US06001435800,Census Tract 435800,3398,2758,2064,94,44,506,26,24,640,328,6,20,8,10,268,NaN,435800,001
1400000US06001435800,Census Tract 435800,3398,2758,2064,94,44,506,26,24,640,328,6,20,8,10,268,NaN,435800,001
1400000US06001433300,Census Tract 433300,6947.583333333333,5922.166666666666,3972.8333333333326,284.9166666666667,79.91666666666666,1449.75,62.49999999999999,72.25,1025.4166666666667,561.5833333333333,6.500000000000001,20.16666666666667,20.16666666666666,2.583333333333333,414.41666666666663,NaN,433300,001
1400000US06001433400,Census Tract 433400,2910.5,2595,1729.0000000000002,112.5,22.5,667.5,25.000000000000004,38.5,315.5,172.5,0.9999999999999999,7.000000000000001,5,2.5,127.5,NaN,433400,001
1400000US06001435900,Census Tract 435900,3681.291666666667,3250.5833333333335,2033,182.29166666666666,28.374999999999996,911.625,41.583333333333336,53.70833333333333,430.7083333333333,226.29166666666663,2.0833333333333335,8.916666666666668,7.083333333333333,3.125,183.20833333333334,NaN,435900,001
1400000US06001433400,Census Tract 433400,2910.5,2595,1729.0000000000002,112.5,22.5,667.5,25.000000000000004,38.5,315.5,172.5,0.9999999999999999,7.000000000000001,5,2.5,127.5,NaN,433400,001
1400000US06001435900,Census Tract 435900,3681.291666666667,3250.5833333333335,2033,182.29166666666666,28.374999999999996,911.625,41.583333333333336,53.70833333333333,430.7083333333333,226.29166666666663,2.0833333333333335,8.916666666666668,7.083333333333333,3.125,183.20833333333334,NaN,435900,001
1400000US06001437101,Census Tract 437101,6318.391666666666,5388.516666666666,2928.3666666666677,282.22499999999997,53.55833333333334,1955.225,69.45,99.69166666666668,929.8750000000001,443.7916666666667,3.533333333333333,21.766666666666666,15.066666666666665,4.175000000000001,441.54166666666674,NaN,437101,001
1400000US06001436000,Census Tract 436000,2261.791666666667,1876.5833333333333,1347.9999999999998,92.79166666666666,22.874999999999996,350.125,27.583333333333336,35.208333333333336,385.2083333333333,191.79166666666666,2.0833333333333335,12.916666666666668,6.083333333333333,0.625,171.70833333333334,NaN,436000,001
1400000US06001437101,Census Tract 437101,6318.391666666666,5388.516666666666,2928.3666666666677,282.22499999999997,53.55833333333334,1955.225,69.45,99.69166666666668,929.8750000000001,443.7916666666667,3.533333333333333,21.766666666666666,15.066666666666665,4.175000000000001,441.54166666666674,NaN,437101,001
1400000US06001436000,Census Tract 436000,2261.791666666667,1876.5833333333333,1347.9999999999998,92.79166666666666,22.874999999999996,350.125,27.583333333333336,35.208333333333336,385.2083333333333,191.79166666666666,2.0833333333333335,12.916666666666668,6.083333333333333,0.625,171.70833333333334,NaN,436000,001
1400000US06001437101,Census Tract 437101,6318.391666666666,5388.516666666666,2928.3666666666677,282.22499999999997,53.55833333333334,1955.225,69.45,99.69166666666668,929.8750000000001,443.7916666666667,3.533333333333333,21.766666666666666,15.066666666666665,4.175000000000001,441.54166666666674,NaN,437101,001
1400000US06001436100,Census Tract 436100,4404.791666666667,3533.5833333333335,2446.0000000000005,221.79166666666666,53.87500000000001,694.125,56.583333333333336,61.20833333333333,871.2083333333334,439.79166666666663,5.083333333333334,15.916666666666668,8.083333333333332,4.624999999999999,397.70833333333337,NaN,436100,001
1400000US06001436100,Census Tract 436100,4404.791666666667,3533.5833333333335,2446.0000000000005,221.79166666666666,53.87500000000001,694.125,56.583333333333336,61.20833333333333,871.2083333333334,439.79166666666663,5.083333333333334,15.916666666666668,8.083333333333332,4.624999999999999,397.70833333333337,NaN,436100,001
1400000US06001436200,Census Tract 436200,2296,1576,872,348,32,242,44,38,720,284,14,16,28,16,362,NaN,436200,001
1400000US06001436200,Census Tract 436200,2296,1576,872,348,32,242,44,38,720,284,14,16,28,16,362,NaN,436200,001
1400000US06001436200,Census Tract 436200,2296,1576,872,348,32,242,44,38,720,284,14,16,28,16,362,NaN,436200,001
1400000US06001436301,Census Tract 436301,1991,1147,656,215,26,187,35,28,844,359,8,14,6,4,453,NaN,436301,001
1400000US06001436301,Census Tract 436301,1991,1147,656,215,26,187,35,28,844,359,8,14,6,4,453,NaN,436301,001
1400000US06001436302,Census Tract 436302,1991,1147,656,215,26,187,35,28,844,359,8,14,6,4,453,NaN,436302,001
1400000US06001436302,Census Tract 436302,1991,1147,656,215,26,187,35,28,844,359,8,14,6,4,453,NaN,436302,001
1400000US06001436301,Census Tract 436301,1991,1147,656,215,26,187,35,28,844,359,8,14,6,4,453,NaN,436301,001
1400000US06001436302,Census Tract 436302,1991,1147,656,215,26,187,35,28,844,359,8,14,6,4,453,NaN,436302,001
1400000US06001436402,Census Tract 436402,5826.666666666666,5124.333333333334,3270.333333333334,802,53.00000000000001,852,61.33333333333333,85.66666666666667,702.3333333333334,343.3333333333334,17.66666666666667,26.000000000000004,19.999999999999996,11,284.3333333333333,NaN,436402,001
1400000US06001436403,Census Tract 436403,1974.6666666666667,1662.6666666666667,1150.6666666666667,270,22,170.66666666666666,17.333333333333332,32,312,153.33333333333334,4,11.333333333333334,2.6666666666666665,8,132.66666666666666,NaN,436403,001
1400000US06001436403,Census Tract 436403,1974.6666666666667,1662.6666666666667,1150.6666666666667,270,22,170.66666666666666,17.333333333333332,32,312,153.33333333333334,4,11.333333333333334,2.6666666666666665,8,132.66666666666666,NaN,436403,001
1400000US06001436404,Census Tract 436404,2696.666666666667,2328,1667.3333333333333,326,28.666666666666664,244.66666666666666,21.333333333333332,40,368.66666666666663,186.66666666666666,5.333333333333334,12.666666666666666,4.666666666666666,8.666666666666668,150.66666666666666,NaN,436404,001
1400000US06001436404,Census Tract 436404,2696.666666666667,2328,1667.3333333333333,326,28.666666666666664,244.66666666666666,21.333333333333332,40,368.66666666666663,186.66666666666666,5.333333333333334,12.666666666666666,4.666666666666666,8.666666666666668,150.66666666666666,NaN,436404,001
1400000US06001436402,Census Tract 436402,5826.666666666666,5124.333333333334,3270.333333333334,802,53.00000000000001,852,61.33333333333333,85.66666666666667,702.3333333333334,343.3333333333334,17.66666666666667,26.000000000000004,19.999999999999996,11,284.3333333333333,NaN,436402,001
1400000US06001436403,Census Tract 436403,1974.6666666666667,1662.6666666666667,1150.6666666666667,270,22,170.66666666666666,17.333333333333332,32,312,153.33333333333334,4,11.333333333333334,2.6666666666666665,8,132.66666666666666,NaN,436403,001
1400000US06001436404,Census Tract 436404,2696.666666666667,2328,1667.3333333333333,326,28.666666666666664,244.66666666666666,21.333333333333332,40,368.66666666666663,186.66666666666666,5.333333333333334,12.666666666666666,4.666666666666666,8.666666666666668,150.66666666666666,NaN,436404,001
1400000US06001435102,Census Tract 435102,2525,2311.3333333333335,1505.6666666666665,345,21.666666666666664,378,27,34,213.66666666666669,114.33333333333334,10.333333333333332,9.333333333333332,11,1.6666666666666665,67,NaN,435102,001
1400000US06001436402,Census Tract 436402,5826.666666666666,5124.333333333334,3270.333333333334,802,53.00000000000001,852,61.33333333333333,85.66666666666667,702.3333333333334,343.3333333333334,17.66666666666667,26.000000000000004,19.999999999999996,11,284.3333333333333,NaN,436402,001
1400000US06001436404,Census Tract 436404,2696.666666666667,2328,1667.3333333333333,326,28.666666666666664,244.66666666666666,21.333333333333332,40,368.66666666666663,186.66666666666666,5.333333333333334,12.666666666666666,4.666666666666666,8.666666666666668,150.66666666666666,NaN,436404,001
1400000US06001435102,Census Tract 435102,2525,2311.3333333333335,1505.6666666666665,345,21.666666666666664,378,27,34,213.66666666666669,114.33333333333334,10.333333333333332,9.333333333333332,11,1.6666666666666665,67,NaN,435102,001
1400000US06001436402,Census Tract 436402,5826.666666666666,5124.333333333334,3270.333333333334,802,53.00000000000001,852,61.33333333333333,85.66666666666667,702.3333333333334,343.3333333333334,17.66666666666667,26.000000000000004,19.999999999999996,11,284.3333333333333,NaN,436402,001
1400000US06001436404,Census Tract 436404,2696.666666666667,2328,1667.3333333333333,326,28.666666666666664,244.66666666666666,21.333333333333332,40,368.66666666666663,186.66666666666666,5.333333333333334,12.666666666666666,4.666666666666666,8.666666666666668,150.66666666666666,NaN,436404,001
1400000US06001435400,Census Tract 435400,8493,6661.5,3901.5,1480.5,108,943.5,115.5,112.5,1831.5,915,57,48,15,16.5,780,NaN,435400,001
1400000US06001436500,Census Tract 436500,1824,1415,759,277,16,309,35,19,409,230,8,18,4,3,146,NaN,436500,001
1400000US06001436500,Census Tract 436500,1824,1415,759,277,16,309,35,19,409,230,8,18,4,3,146,NaN,436500,001
1400000US06001436500,Census Tract 436500,1824,1415,759,277,16,309,35,19,409,230,8,18,4,3,146,NaN,436500,001
1400000US06001436601,Census Tract 436601,4006,2452,1300,602,50,360,88,52,1554,810,24,26,14,22,658,NaN,436601,001
1400000US06001436601,Census Tract 436601,4006,2452,1300,602,50,360,88,52,1554,810,24,26,14,22,658,NaN,436601,001
1400000US06001436601,Census Tract 436601,4006,2452,1300,602,50,360,88,52,1554,810,24,26,14,22,658,NaN,436601,001
1400000US06001436602,Census Tract 436602,4309,3006,1301,697,34,777,116,81,1303,609,29,29,12,10,614,NaN,436602,001
1400000US06001436602,Census Tract 436602,4309,3006,1301,697,34,777,116,81,1303,609,29,29,12,10,614,NaN,436602,001
1400000US06001436602,Census Tract 436602,4309,3006,1301,697,34,777,116,81,1303,609,29,29,12,10,614,NaN,436602,001
1400000US06001436700,Census Tract 436700,1744,898,616,102,14,134,20,12,846,380,4,8,2,2,450,NaN,436700,001
1400000US06001436700,Census Tract 436700,1744,898,616,102,14,134,20,12,846,380,4,8,2,2,450,NaN,436700,001
1400000US06001436700,Census Tract 436700,1744,898,616,102,14,134,20,12,846,380,4,8,2,2,450,NaN,436700,001
1400000US06001436800,Census Tract 436800,2814,2124,1068,460,26,474,68,28,690,298,10,20,10,6,346,NaN,436800,001
1400000US06001436800,Census Tract 436800,2814,2124,1068,460,26,474,68,28,690,298,10,20,10,6,346,NaN,436800,001
1400000US06001436800,Census Tract 436800,2814,2124,1068,460,26,474,68,28,690,298,10,20,10,6,346,NaN,436800,001
1400000US06001436900,Census Tract 436900,4004,2438,1230,422,62,626,62,36,1566,760,18,42,14,6,726,NaN,436900,001
1400000US06001436900,Census Tract 436900,4004,2438,1230,422,62,626,62,36,1566,760,18,42,14,6,726,NaN,436900,001
1400000US06001436900,Census Tract 436900,4004,2438,1230,422,62,626,62,36,1566,760,18,42,14,6,726,NaN,436900,001
1400000US06001437000,Census Tract 437000,2670,2188,1318,286,28,466,44,46,482,224,6,16,16,2,218,NaN,437000,001
1400000US06001437000,Census Tract 437000,2670,2188,1318,286,28,466,44,46,482,224,6,16,16,2,218,NaN,437000,001
1400000US06001437000,Census Tract 437000,2670,2188,1318,286,28,466,44,46,482,224,6,16,16,2,218,NaN,437000,001
1400000US06001435900,Census Tract 435900,3681.291666666667,3250.5833333333335,2033,182.29166666666666,28.374999999999996,911.625,41.583333333333336,53.70833333333333,430.7083333333333,226.29166666666663,2.0833333333333335,8.916666666666668,7.083333333333333,3.125,183.20833333333334,NaN,435900,001
1400000US06001436000,Census Tract 436000,2261.791666666667,1876.5833333333333,1347.9999999999998,92.79166666666666,22.874999999999996,350.125,27.583333333333336,35.208333333333336,385.2083333333333,191.79166666666666,2.0833333333333335,12.916666666666668,6.083333333333333,0.625,171.70833333333334,NaN,436000,001
1400000US06001436100,Census Tract 436100,4404.791666666667,3533.5833333333335,2446.0000000000005,221.79166666666666,53.87500000000001,694.125,56.583333333333336,61.20833333333333,871.2083333333334,439.79166666666663,5.083333333333334,15.916666666666668,8.083333333333332,4.624999999999999,397.70833333333337,NaN,436100,001
1400000US06001437101,Census Tract 437101,6318.391666666666,5388.516666666666,2928.3666666666677,282.22499999999997,53.55833333333334,1955.225,69.45,99.69166666666668,929.8750000000001,443.7916666666667,3.533333333333333,21.766666666666666,15.066666666666665,4.175000000000001,441.54166666666674,NaN,437101,001
1400000US06001440332,Census Tract 440332,1360.7916666666667,1216.9166666666667,422.66666666666663,91.125,7.208333333333334,656.125,19.25,20.541666666666668,143.87500000000003,69.79166666666666,1.0833333333333335,1.916666666666667,3.416666666666666,0.625,67.04166666666667,NaN,440332,001
1400000US06001441503,Census Tract 441503,7727.919444444446,6961.627777777778,2637.4777777777776,359.03055555555557,54.863888888888894,3706.5861111111103,90.00555555555553,113.66388888888888,766.2916666666665,348.2638888888888,7.4222222222222225,18.099999999999998,16.844444444444438,5.869444444444444,369.7916666666667,NaN,441503,001
1400000US06001437102,Census Tract 437102,1918.6666666666667,1551.3333333333333,666,198.66666666666666,16,568,57.333333333333336,45.333333333333336,367.3333333333333,156.66666666666666,3.3333333333333335,4.666666666666667,5.333333333333333,2,195.33333333333334,NaN,437102,001
1400000US06001437102,Census Tract 437102,1918.6666666666667,1551.3333333333333,666,198.66666666666666,16,568,57.333333333333336,45.333333333333336,367.3333333333333,156.66666666666666,3.3333333333333335,4.666666666666667,5.333333333333333,2,195.33333333333334,NaN,437102,001
1400000US06001437102,Census Tract 437102,1918.6666666666667,1551.3333333333333,666,198.66666666666666,16,568,57.333333333333336,45.333333333333336,367.3333333333333,156.66666666666666,3.3333333333333335,4.666666666666667,5.333333333333333,2,195.33333333333334,NaN,437102,001
1400000US06013990000,Census Tract 990000,349838.65238095267,310903.34285714274,173057.06666666656,47621.46666666667,4278.740476190475,78650.46666666669,2459.5857142857144,4836.016666666665,38935.30952380955,18238.4,878.4690476190477,1259.345238095239,815.3928571428573,269.0404761904761,17474.661904761917,NaN,990000,013
